,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
222922,14,1,412818.03,45642.0,0.0,21451.0,434269.03,0
1238786,134,3,23569.31,0.0,0.0,0.0,0.0,0
1785493,162,4,705990.71,0.0,0.0,5436771.6,6142762.31,0
6044742,492,3,19724.9,0.0,0.0,0.0,0.0,0
5819560,401,1,117555.46,0.0,0.0,281415.3,398970.76,0
4805905,346,0,183411.49,11145.0,194556.49,56335.33,0.0,0
4458805,323,0,150047.27,20629136.27,20779183.54,849238.65,699191.38,0
111500,11,0,148326.83,4317445.86,4465772.69,927190.95,778864.12,0
4182411,304,1,303234.44,0.0,0.0,930551.24,1233785.68,0
340543,16,1,59850.94,0.0,0.0,304300.47,364151.41,0
5756324,400,1,59881.62,511678.0,451796.38,263887.86,323769.47,0
2961611,230,4,180226.94,0.0,0.0,607488.67,787715.62,0
959089,44,1,16727.86,0.0,0.0,3858865.29,3440116.43,0
2312409,188,3,4422.96,36792.0,32369.04,0.0,0.0,0
1842166,163,1,212539.74,10433.0,0.0,12484991.76,12638107.83,0
4538752,326,1,27089.06,0.0,0.0,2860351.05,2887440.11,0
1911287,166,4,1240036.18,0.0,0.0,5695135.63,6935171.81,0
4764286,334,3,17314.29,6960.0,0.0,0.0,0.0,0
5459046,379,3,5153.49,0.0,0.0,0.0,0.0,0
4712050,332,1,86117.13,20939.0,0.0,3997270.04,4083387.17,0
5513567,380,3,5197.42,0.0,0.0,0.0,0.0,0
4458514,323,1,371178.3,195.0,0.0,0.0,371178.3,0
6184100,567,1,399610.17,281141.0,0.0,3928711.47,4328321.64,0
5286116,373,0,21468.99,2185.0,23653.99,0.0,0.0,0
4026921,299,4,14039.95,0.0,0.0,448728.39,462768.35,0
4869736,348,3,61125.95,119890.0,58764.05,0.0,0.0,0
2731675,212,1,62438.26,710256.0,647817.74,2709.73,65147.99,0
2572400,207,3,2421.67,110530.58,108108.92,0.0,0.0,0
3936943,286,0,101170.5,18585149.73,18686320.23,261344.4,160173.9,0
1555897,154,1,112848.05,0.0,0.0,300848.48,413696.53,0
199720,13,1,287218.91,72084.0,0.0,0.0,49806.31,0
3279100,251,3,15708.8,0.0,0.0,0.0,0.0,0
4450067,323,3,6038.56,0.0,0.0,0.0,0.0,0
5134195,356,3,9843.29,25754.0,15910.71,0.0,0.0,0
4958075,351,3,3361.46,30590.0,27228.54,0.0,0.0,0
1452267,140,0,208109.69,5591861.34,5799971.03,6645448.82,6437339.13,0
708305,37,1,56947.66,17744.0,0.0,0.0,56947.66,0
4690193,331,0,373214.09,12182406.61,12555620.7,378747.49,5533.4,0
1840133,163,1,74059.2,0.0,0.0,464534.95,538594.15,0
4584741,328,3,6011.73,0.0,0.0,0.0,0.0,0
5512266,380,3,8291.75,78078.0,69786.25,0.0,0.0,0
1545321,154,3,2618.64,121749.11,119130.48,0.0,0.0,0
2599230,208,1,343883.81,0.0,0.0,6529042.0,6872925.81,0
5069853,355,3,6909.18,102853.0,95943.82,0.0,0.0,0
5639322,396,1,519265.17,0.0,0.0,539158.09,1058423.25,0
3746716,279,1,246058.52,0.0,0.0,423679.39,669737.91,0
611400,34,1,484566.15,315987.24,0.0,1682398.79,2166964.94,0
5895689,403,3,10506.78,205042.0,194535.22,0.0,0.0,0
13866,7,3,5835.6,28776.0,22940.4,0.0,0.0,0
5334073,374,1,273381.45,0.0,0.0,374872.15,648253.59,0
1349202,137,3,43075.24,0.0,0.0,0.0,0.0,0
739162,38,1,49726.78,40489.0,0.0,389579.58,747200.26,0
3631293,274,0,247462.48,73651.0,321113.48,8779.23,0.0,0
2445753,203,3,9637.2,30967.0,21329.8,0.0,0.0,0
5699954,398,1,54845.39,187966.0,133120.61,0.0,54845.39,0
4428547,322,0,150683.75,9972.0,160655.75,5627420.67,5476736.91,0
6277249,640,0,267971.09,48015.0,315986.09,89552.89,0.0,0
4807189,346,0,103871.01,721.0,104592.01,3220049.0,3116177.99,0
4624965,329,3,43401.34,51822.0,8420.66,0.0,0.0,0
3322952,253,1,449099.56,4033.0,0.0,0.0,284788.51,0
5567641,393,3,38066.26,72109.0,34042.74,0.0,0.0,0
1384511,138,3,3356.01,216883.04,213527.04,0.0,0.0,0
4121777,302,3,14301.06,10535.0,0.0,0.0,0.0,0
2741513,212,3,13078.87,0.0,0.0,0.0,0.0,0
4137299,303,0,142870.35,10157.0,153027.35,295093.1,152222.75,0
4432785,322,4,7493801.78,0.0,0.0,8639967.86,16133769.64,0
4664774,330,3,110.01,0.0,0.0,0.0,0.0,0
4612717,329,3,22041.4,11012.0,0.0,0.0,0.0,0
4351348,309,3,5851.52,0.0,0.0,0.0,0.0,0
1674818,158,1,137162.71,0.0,0.0,179442.3,316605.01,0
565972,23,3,10115.0,21186.0,11071.0,0.0,0.0,0
3397607,255,0,65365.22,11159.0,76524.22,0.0,0.0,0
1440069,140,0,43152.94,272.0,43424.94,3281917.07,3238764.13,0
572565,24,3,10313.0,20693.0,10380.0,0.0,0.0,0
2184923,185,0,185558.5,7556330.41,7741888.91,880077.22,694518.72,0
4679296,331,3,7124.42,133532.0,126407.58,0.0,0.0,0
2732596,212,1,110008.28,114541.0,4532.72,0.0,110008.28,0
2774106,213,3,9770.15,5334.0,0.0,0.0,0.0,0
1527773,153,3,1556.32,11868.0,10311.68,0.0,0.0,0
3496949,259,1,202031.03,99064.0,0.0,298415.24,500446.28,0
4008406,298,3,7453.92,0.0,0.0,0.0,0.0,0
5616503,395,3,16472.19,1225.23,0.0,0.0,0.0,0
5410926,378,2,34.25,49972.0,49937.75,3526345.0,3526379.25,0
526207,20,3,16974.64,230835.08,213860.43,0.0,0.0,0
4562242,327,0,90268.51,1735681.16,1825949.67,155783.76,65515.25,0
1892970,165,0,200038.31,7302639.12,7502677.43,277936.91,77898.6,0
5770528,400,3,1849.23,173817.37,171968.14,0.0,0.0,0
4021225,299,3,2263.45,0.0,0.0,0.0,0.0,0
363064,17,0,98367.18,2391893.44,2490260.62,2444670.58,2346303.39,0
3277384,251,3,1799.77,465.0,0.0,0.0,0.0,0
859896,42,4,410898.61,502094.0,91195.39,26560.26,437458.88,0
6174823,564,1,33405.2,0.0,0.0,61594649.49,61628054.7,0
1926796,168,4,766031.91,0.0,0.0,783130.51,1549162.42,0
2404381,202,4,323265.79,93901.57,0.0,1083639.5,1406905.29,0
4833880,347,1,149939.83,24981.0,0.0,843062.82,993002.65,0
426837,18,1,153730.31,332654.72,178924.41,1239667.41,1393397.72,0
507207,20,3,73.71,126626.0,126552.29,0.0,0.0,0
3197871,249,1,257520.83,29519.0,0.0,0.0,257520.83,0
1959605,178,3,1938.08,100532.0,98593.92,0.0,0.0,0
4479600,324,3,24968.66,176.0,0.0,0.0,0.0,0
1410846,139,0,309238.25,2453326.18,2762564.43,2134313.78,1825075.53,0
3222738,250,3,18920.74,20843.0,1922.26,0.0,0.0,0
5863174,403,0,47750.4,32804207.49,32851957.89,4332416.56,4284666.16,0
5790332,401,1,28805.19,0.0,0.0,102000.72,130805.91,0
1990656,179,1,530607.09,1721.0,0.0,0.0,530607.09,0
2896373,228,3,27942.45,0.0,0.0,0.0,0.0,0
4116405,302,3,42874.37,0.0,0.0,0.0,0.0,0
2224615,186,1,7909.28,0.0,0.0,81523.79,89433.07,0
4178642,304,0,356329.75,11899.0,368228.75,1357189.32,1000859.57,0
3491346,258,0,119041.7,26013.0,145054.7,0.0,0.0,0
4636664,330,1,184017.68,0.0,0.0,5542401.98,5726419.66,0
5862920,403,3,2578.3,78424.92,75846.62,0.0,0.0,0
1567833,155,1,25340.46,11295.0,0.0,0.0,25340.46,0
4423710,322,0,34740.92,177294.0,212034.92,0.0,0.0,0
2823,2,3,6466.5,14990.0,8523.5,0.0,0.0,0
5940003,404,0,333661.06,5609817.93,5943478.99,1041212.41,707551.35,0
2722914,211,4,72876.11,0.0,0.0,5802487.74,5912421.02,0
2086141,182,0,42979.96,182.0,43161.96,0.0,0.0,0
1196594,132,0,279957.29,8398687.27,8678644.56,834038.06,554080.78,0
807343,40,0,44858.85,18990236.99,19035095.85,4111332.73,4066473.88,0
3928347,285,3,34468.86,4148.09,0.0,0.0,0.0,0
4027757,299,3,32385.1,40154.0,7768.9,0.0,0.0,0
3379021,254,4,159225.76,375.0,0.0,0.0,159225.76,0
2169034,185,4,140729.31,0.0,0.0,465446.13,606175.44,0
1334473,137,1,355812.24,0.0,0.0,389253.46,745065.7,0
1586584,155,3,14718.33,20437.19,5718.86,0.0,0.0,0
2395663,201,4,482062.0,146.0,0.0,218179.72,700241.72,0
4821832,346,0,390484.07,20860.0,411344.07,4193588.41,3803104.34,0
34720,8,1,184399.38,444119.09,259719.71,1446797.1,3061250.81,0
5821265,402,3,5589.57,48347.53,42757.96,0.0,0.0,0
5222524,370,0,52726.45,43079.0,95805.45,0.0,0.0,0
5211758,370,4,2211708.21,0.0,0.0,33677995.98,35889704.2,0
1966408,178,0,321415.89,3189378.73,3510794.62,2383156.93,2061741.04,0
5539698,382,3,8158.73,0.0,0.0,0.0,0.0,0
1533294,154,3,11961.84,20947.0,8985.16,0.0,0.0,0
4269424,307,3,12555.27,0.0,0.0,0.0,0.0,0
3867097,283,1,11226.79,0.0,0.0,4227869.38,4239096.17,0
1596949,156,3,1905.75,49921.0,48015.25,0.0,0.0,0
3553211,260,0,388328.27,4163255.6,4551583.87,28618247.66,28229919.39,0
1882606,164,3,19355.93,7387.61,0.0,0.0,0.0,0
173813,12,3,196.0,0.0,0.0,0.0,0.0,0
1567897,155,1,261941.61,0.0,0.0,631314.46,893256.07,0
4950405,351,1,118061.28,0.0,0.0,298749.76,416811.04,0
5787458,401,1,116518.08,10340.0,0.0,1230458.33,1346976.41,0
4291623,307,0,85557.87,20190.0,105747.87,1130458.14,1044900.26,0
2398130,201,1,11075.81,115.0,0.0,151409.35,162485.16,0
3369973,254,3,399.14,51463.0,51063.86,0.0,0.0,0
3443176,257,1,119541.28,0.0,0.0,219844.74,262660.32,0
6202400,582,1,92822.25,113491.0,20668.75,845147.4,937969.65,0
1271267,135,1,57895.87,0.0,0.0,2147707.65,2545156.1,0
1265259,135,3,24132.38,88765.0,64632.62,0.0,0.0,0
940050,43,1,185832.85,10478.0,0.0,340877.78,526710.63,0
1105257,130,1,421584.56,184248.69,0.0,781918.36,1203502.92,0
4646380,330,1,269656.78,49132.0,0.0,0.0,269656.78,0
3428706,256,3,163.43,2357.0,2193.57,0.0,0.0,0
1923287,167,3,11139.76,454207.0,443067.24,0.0,0.0,0
5278218,372,1,171877.05,0.0,0.0,7779153.34,7951030.39,0
1781204,162,3,10034.22,39961.0,29926.78,0.0,0.0,0
4959480,351,1,331497.65,0.0,0.0,433317.12,971300.15,0
3722118,278,3,1452.93,6876.0,5423.07,0.0,0.0,0
3756549,279,1,260369.5,30862.0,0.0,3605163.2,3865532.7,0
772918,39,0,292186.46,14359829.03,14652015.49,1629518.18,1337331.72,0
1968458,178,0,161597.86,20780.0,182377.86,7769898.63,7608300.76,0
1023788,47,1,265022.95,12296.0,0.0,281144.72,546167.66,0
4565465,327,0,130815.54,7857647.83,7988463.37,2234978.51,2104162.97,0
4281452,307,0,256073.34,573683.59,829756.93,686173.44,430100.1,0
6228881,592,3,16171.6,17689.0,1517.4,0.0,0.0,0
4957040,351,1,246512.61,100720.0,0.0,6925276.29,7171788.9,0
282856,15,1,406017.18,0.0,0.0,1513950.54,1919967.72,0
593674,33,1,401573.96,174647.38,0.0,473328.69,874902.65,0
601907,34,3,11951.96,12764.0,812.04,0.0,0.0,0
2696026,211,3,5632.61,0.0,0.0,0.0,0.0,0
2141410,184,1,493598.21,552899.0,59300.79,762323.34,1255921.55,0
3676446,276,3,31574.67,57817.31,26242.63,0.0,0.0,0
1939565,177,3,1777.48,113341.0,111563.52,0.0,0.0,0
3148935,236,0,57744.19,13624909.02,13682653.22,584305.11,526560.91,0
5015325,353,1,9874.44,132608.0,122733.56,2448420.57,2458295.01,0
4726536,332,1,71071.89,107129.0,36057.11,0.0,71071.89,0
1560407,155,0,30742.57,3892684.63,3923427.2,2197186.84,2166444.27,0
624305,34,3,4135.03,13355.0,9219.97,0.0,0.0,0
4591142,328,3,43463.68,33994.19,0.0,0.0,0.0,0
5799069,401,3,9858.96,0.0,0.0,0.0,0.0,0
2092144,182,1,82228.18,0.0,0.0,866675.15,948903.34,0
972986,44,0,18219.3,650363.64,668582.95,372193.03,353973.73,0
523852,20,0,338070.04,2415975.04,2754045.08,668782.12,330712.08,0
3049584,234,1,280838.23,0.0,0.0,458017.04,738855.27,0
5104770,355,3,4995.54,25969.0,20973.46,0.0,0.0,0
1031579,93,3,4837.79,985.0,0.0,0.0,0.0,0
1796688,162,1,196551.78,0.0,0.0,788433.35,984985.14,0
6188408,570,1,1351.23,0.0,0.0,136273.93,137625.17,0
3555503,260,1,64588.94,29832.0,0.0,140262.33,204851.27,0
5484869,379,3,6734.13,30110.0,23375.87,0.0,0.0,0
915905,43,4,206647.32,0.0,0.0,675910.73,882558.04,0
1884086,164,1,5129.41,49805.0,44675.59,116098.9,121228.31,0
5973509,407,3,45346.41,28670.6,0.0,0.0,0.0,0
1039238,94,0,191097.4,251432.0,442529.4,165225.44,0.0,0
2333373,188,3,5922.57,10283.0,4360.43,0.0,0.0,0
1440303,140,0,83208.74,4800673.73,4883882.47,1355697.41,1272488.67,0
2747923,212,0,302709.13,6740356.76,7043065.89,2492328.55,2189619.42,0
2570014,207,1,447026.0,0.0,0.0,2155470.75,2602496.76,0
6042821,490,1,154236.86,126259.0,0.0,1564872.97,1719109.83,0
4623599,329,3,3502.32,447187.73,443685.41,0.0,0.0,0
545456,21,3,5232.68,139203.73,133971.06,0.0,0.0,0
1710077,160,1,392402.72,5026.0,0.0,0.0,392402.72,0
5286465,373,0,24711.74,12952120.99,12976832.73,201147.8,176436.06,0
354428,17,3,23228.29,8307.0,0.0,0.0,0.0,0
5257711,372,1,345178.0,337.0,0.0,652645.46,997823.46,0
1635110,157,1,81609.38,0.0,0.0,546978.16,628587.54,0
76960,10,3,3748.69,0.0,0.0,0.0,0.0,0
4179846,304,1,43829.59,11490.0,0.0,2035299.63,2079129.21,0
619127,34,0,207475.29,16147.0,223622.29,425648.68,218173.4,0
717377,37,1,211870.74,0.0,0.0,1772602.67,1939593.42,0
3599607,263,4,621271.5,0.0,0.0,3595822.61,4217094.11,0
2857259,227,1,431549.24,5641.0,0.0,0.0,431549.24,0
1554358,154,3,10367.73,28810.0,18442.27,0.0,0.0,0
1345311,137,4,395635.77,688.0,0.0,251782.1,647417.87,0
6322067,688,3,13090.18,0.0,0.0,0.0,0.0,0
2836200,226,0,213738.3,11133.0,224871.3,0.0,0.0,0
3030601,233,1,251404.71,20311.0,0.0,0.0,251404.71,0
5353005,375,3,20645.58,99080.0,78434.42,0.0,0.0,0
2546284,206,4,166382.83,11846.0,0.0,19289.87,185672.7,0
6136412,544,3,4624.49,0.0,0.0,0.0,0.0,0
4489860,324,1,162774.85,0.0,0.0,803808.93,966583.78,0
421466,18,0,319675.44,2722156.01,3041831.45,702775.3,511402.42,0
4660935,330,1,135346.39,191.0,0.0,0.0,135346.39,0
5504529,380,1,43266.06,31650.0,0.0,7349.31,50615.37,0
1207335,133,0,280526.23,4561783.59,4842309.82,937723.69,657197.46,0
3279865,251,1,419036.6,41165.0,0.0,394932.54,813969.15,0
3540735,260,1,165442.29,9771.0,0.0,101939.93,267382.22,0
3598219,263,1,127219.93,139453.0,12233.07,587868.2,715088.12,0
864755,42,3,4103.19,0.0,0.0,0.0,0.0,0
5380509,376,4,3398678.99,0.0,0.0,7732215.18,11130894.18,0
3101390,235,4,942718.6,0.0,0.0,1597045.7,2539764.3,0
3864205,283,3,14267.05,11195.0,0.0,0.0,0.0,0
2976930,231,0,200411.35,28097.0,228508.35,42751.63,0.0,0
3412016,256,3,27552.9,0.0,0.0,0.0,0.0,0
2738007,212,0,31674.79,559.0,32233.79,7101951.31,7070276.52,0
4966365,351,4,264636.07,12498.0,0.0,296549.67,561185.74,0
2980466,231,3,1634.14,10127.0,8492.86,0.0,0.0,0
5467477,379,3,13572.02,100090.0,86517.98,0.0,0.0,0
1061692,119,3,5341.21,223634.0,218292.79,0.0,0.0,0
2973704,231,3,25384.09,0.0,0.0,0.0,0.0,0
1511626,153,3,15629.44,0.0,0.0,0.0,0.0,0
3071190,235,1,278850.53,10224.0,0.0,148106.35,426956.87,0
5220091,370,1,234745.51,31473.0,0.0,410806.95,645552.46,0
2263076,187,3,4360.35,153897.77,149537.43,0.0,0.0,0
2026106,180,3,7588.0,0.0,0.0,0.0,0.0,0
6098369,522,3,21865.59,0.0,0.0,0.0,0.0,0
5458606,379,1,38370.82,2946.0,0.0,264667.45,303038.27,0
5747279,399,1,23182.25,0.0,0.0,958460.14,981642.39,0
3682993,276,4,353261.4,31242.0,0.0,124164.45,477425.84,0
5033167,354,3,7893.37,0.0,0.0,0.0,0.0,0
4067885,300,1,82209.43,884382.0,802172.57,122652.83,204862.26,0
2106601,183,3,1189.2,0.0,0.0,0.0,0.0,0
362788,17,0,244170.19,3499051.58,3743221.76,9186824.07,8942653.88,0
922337,43,0,3140.58,9894401.49,9897542.07,1496828.83,1493688.25,0
4314101,308,4,331052.86,147322.0,0.0,345208.33,676261.19,0
4794481,345,3,3716.29,82658.49,78942.19,0.0,0.0,0
1621965,157,3,17236.29,0.0,0.0,0.0,0.0,0
1909753,166,3,9435.93,12136.0,2700.07,0.0,0.0,0
3544712,260,1,224964.85,10834.0,0.0,0.0,224964.85,0
4089740,301,3,17227.41,62425.0,45197.59,0.0,0.0,0
2234947,186,1,11330.33,0.0,0.0,2386761.73,2398092.06,0
4242996,306,3,16825.21,90491.0,73665.79,0.0,0.0,0
500288,20,3,1560.83,166934.78,165373.96,0.0,0.0,0
6077693,518,4,333524.2,0.0,0.0,433580.5,767104.7,0
5082756,355,3,3695.47,0.0,0.0,0.0,0.0,0
2485314,204,1,8326.48,0.0,0.0,3550639.35,3558965.83,0
4558673,327,3,3958.67,840.0,0.0,0.0,0.0,0
4192727,305,3,33434.48,50101.0,16666.52,0.0,0.0,0
4944849,351,1,128844.62,86341.0,0.0,563738.68,692583.3,0
1045373,94,0,184734.92,1492992.14,1677727.07,3705001.53,3520266.61,0
4081386,301,3,17652.75,0.0,0.0,0.0,0.0,0
4521535,326,3,16386.37,0.0,0.0,0.0,0.0,0
786588,39,3,8713.34,128047.66,119334.32,0.0,0.0,0
129719,11,0,157631.76,5597413.4,5755045.16,4557937.36,4459617.79,0
6252701,596,4,912135.56,0.0,0.0,3101577.69,4013713.26,0
4978939,352,1,212531.93,10599.0,0.0,9940926.3,10153458.23,0
329530,16,1,175397.66,0.0,0.0,1105375.88,994357.31,0
1663845,158,1,83435.82,0.0,0.0,240392.81,323828.63,0
2307467,188,1,152850.26,0.0,0.0,1628756.13,1781606.4,0
1525845,153,0,34496.63,103772.0,138268.63,5889630.05,5855133.42,0
5355167,375,0,213404.82,112380.0,325784.82,64940.15,0.0,0
1275863,135,3,10009.78,424456.22,414446.44,0.0,0.0,0
4879122,348,4,5568089.7,618.0,0.0,70857.26,5638946.96,0
3901974,284,3,5230.55,17682.0,12451.45,0.0,0.0,0
5246479,371,3,5546.04,0.0,0.0,0.0,0.0,0
674020,36,2,3331.37,30500.04,27168.67,60334.02,63665.39,0
4990490,352,0,153813.8,644302.02,798115.82,4380317.62,4226503.83,0
5037804,354,1,1325.77,15975.0,14649.23,397666.73,398992.5,0
4587730,328,4,8181954.69,0.0,0.0,10000000.0,18181954.69,0
2646692,209,0,24538.76,23810198.86,23834737.62,139162.16,114623.4,0
1352508,137,3,6807.64,0.0,0.0,0.0,0.0,0
3276564,251,3,20183.75,5023.0,0.0,0.0,0.0,0
6257787,599,1,170787.62,10472.69,0.0,318259.72,489047.34,0
5541509,382,3,1744.22,56195.0,54450.78,0.0,0.0,0
4965433,351,3,16224.13,0.0,0.0,0.0,0.0,0
51619,9,1,134400.59,289739.45,155338.86,161185.76,0.0,0
2660423,210,0,82579.56,79917.0,162496.56,848597.71,766018.16,0
2532293,205,0,207155.06,20967.0,228122.06,0.0,0.0,0
5660320,396,1,334672.99,20408.0,0.0,205414.96,540087.95,0
5420647,378,3,11684.63,447.0,0.0,0.0,0.0,0
1267876,135,4,787462.93,19472.0,0.0,830180.7,1617643.63,0
4342627,308,1,45858.49,0.0,0.0,68207.22,114065.72,0
5705153,398,0,268370.84,68.0,268438.84,211139.45,0.0,0
4376417,311,3,3630.42,102.0,0.0,0.0,0.0,0
3591751,262,1,47281.55,98810.7,51529.15,374654.42,421935.97,0
352582,17,4,339965.39,0.0,0.0,3633747.53,3973712.92,0
4884564,348,3,34820.1,470440.0,435619.9,0.0,0.0,0
3448335,257,1,162425.07,205.0,0.0,1818029.66,1980454.73,0
5171917,358,1,110542.18,105538.0,0.0,692003.04,802545.23,0
2751815,212,0,183268.75,59969.0,243237.75,689449.51,270005.98,0
4761439,334,3,26103.56,40671.0,14567.44,0.0,0.0,0
5373507,376,1,142118.37,0.0,0.0,324206.46,466324.83,0
194992,13,0,213786.31,31038.0,244824.31,0.0,0.0,0
4449975,323,4,5024796.27,34249.0,0.0,97019.45,5121815.72,0
5732630,399,1,142733.03,52074.0,0.0,1003491.3,1146224.33,0
4356227,309,3,3340.78,15568.0,12227.22,0.0,0.0,0
692791,36,1,89821.58,0.0,0.0,125348.56,215170.13,0
3689171,276,1,14158.27,0.0,0.0,2103774.31,2117932.58,0
5420782,378,1,270544.9,2178.0,0.0,0.0,270544.9,0
2661980,210,1,88674.72,0.0,0.0,1269979.94,1358654.66,0
5764723,400,3,58604.09,158444.07,99839.98,0.0,0.0,0
4806592,346,3,14044.49,15976.0,1931.51,0.0,0.0,0
6347884,694,3,20418.74,28726.0,8307.26,0.0,0.0,0
4765651,334,3,12826.73,5702.0,0.0,0.0,0.0,0
4524224,326,0,187768.03,2048484.9,2236252.93,3417166.63,3229398.6,0
6228606,592,1,347417.63,2482.0,0.0,1968447.12,2315864.75,0
115925,11,3,7402.29,388906.09,381503.79,0.0,0.0,0
6257901,599,1,154218.26,9876.09,0.0,841649.2,995867.46,0
5756722,400,0,268992.32,93399.0,362391.32,956496.54,687504.22,0
5224787,370,3,12193.99,1233.0,0.0,0.0,0.0,0
5264302,372,4,7175.64,0.0,0.0,1469172.23,1476347.88,0
2536518,205,1,147193.86,15016.0,0.0,1467809.77,1615003.63,0
6249384,596,1,197051.02,0.0,0.0,689608.11,886659.14,0
2344617,189,1,159792.99,17737.21,0.0,778876.96,938669.95,0
4014160,299,4,1519109.99,398720.0,0.0,33323.1,1552433.08,0
3451682,257,4,785850.41,105.0,0.0,801727.81,1705529.09,0
6066856,514,4,617319.18,0.0,0.0,1062244.22,1679563.4,0
3080012,235,4,828380.42,0.0,0.0,1184815.66,2013196.07,0
5880324,403,1,213150.79,0.0,0.0,500059.69,713210.48,0
3024935,233,3,32744.2,66316.49,33572.29,0.0,0.0,0
1861305,164,1,214636.92,70588.0,0.0,2152512.78,2367149.7,0
4142260,303,3,55357.01,0.0,0.0,0.0,0.0,0
1457733,140,3,3100.81,299975.0,296874.19,0.0,0.0,0
6034300,476,1,115483.39,0.0,0.0,15304122.69,15419606.08,0
9624,7,3,1155.58,21638.0,20482.42,0.0,0.0,0
1335701,137,1,124721.53,258760.0,134038.47,1574077.37,1698798.9,0
1778144,162,0,141559.36,3732800.9,3874360.26,3200340.06,3058780.7,0
5729000,399,1,95252.89,0.0,0.0,278468.49,373721.39,0
3053685,234,0,371198.86,12525600.71,12896799.58,558521.49,187322.62,0
3183157,239,0,161249.49,2837.0,164086.49,899978.04,738728.56,0
4406897,322,1,321167.19,149500.0,0.0,0.0,321167.19,0
3804778,281,1,70381.12,0.0,0.0,697816.55,768197.67,0
2884168,228,3,22541.63,0.0,0.0,0.0,0.0,0
2301757,188,1,82863.54,21488.0,0.0,1360344.87,1443208.41,0
3531484,259,1,108653.25,0.0,0.0,676450.48,785103.73,0
2175264,185,3,63.25,0.0,0.0,0.0,0.0,0
6070158,514,3,15628.54,24785.0,9156.46,0.0,0.0,0
6135758,544,0,183736.34,3886300.55,4070036.9,514151.44,330415.09,0
2751232,212,3,5326.98,140946.21,135619.22,0.0,0.0,0
4869483,348,1,6461.82,0.0,0.0,306341.67,312803.49,0
4247218,306,1,58233.3,10516.0,0.0,0.0,58233.3,0
4235204,306,3,39966.22,0.0,0.0,0.0,0.0,0
5421846,378,0,18292.09,26653907.8,26672199.89,210618.01,192325.92,0
1901991,165,3,10773.02,131156.86,120383.84,0.0,0.0,0
1379722,138,1,291523.11,14346.0,0.0,2553615.94,2716903.82,0
1742175,161,1,356592.74,11409.0,0.0,711214.81,1067807.54,0
1972642,178,1,577640.07,71725.0,0.0,158841.64,736481.7,0
1002626,45,0,5364.17,121399.0,126763.17,0.0,0.0,0
2397667,201,3,1520.7,268.0,0.0,0.0,0.0,0
4684309,331,0,30780.17,5746217.64,5776997.81,326821.01,296040.84,0
3678390,276,4,278996.85,33239.0,0.0,0.0,278996.85,0
1760487,161,0,280402.09,7572403.81,7852805.9,845319.96,564917.87,0
1866673,164,3,11119.13,0.0,0.0,0.0,0.0,0
736854,38,3,2844.94,0.0,0.0,0.0,0.0,0
3540048,260,3,1987.41,0.0,0.0,0.0,0.0,0
5398933,377,0,284552.28,1993144.55,2277696.83,1471968.85,1187416.57,0
3557506,260,3,6116.94,0.0,0.0,0.0,0.0,0
338302,16,0,181671.02,5175.0,186846.02,0.0,0.0,0
2260866,187,1,196265.11,33994.0,0.0,464569.39,660834.5,0
2605349,208,1,182063.77,0.0,0.0,16782473.83,16964537.6,0
5355404,375,3,26797.45,22142.0,0.0,0.0,0.0,0
4237509,306,0,243174.39,21813.0,264987.39,555109.69,311935.31,0
608243,34,0,378169.41,541954.33,920123.74,1922209.9,1544040.49,0
5664843,396,1,26259.15,0.0,0.0,3903910.27,3930169.43,0
3929072,285,3,5794.81,22385.0,16590.19,0.0,0.0,0
1724483,160,0,18906.37,2632741.88,2651648.25,207713.23,188806.85,0
6219136,589,4,141023.28,0.0,0.0,586040.81,727064.09,0
1951392,178,4,1865528.11,20734.0,0.0,0.0,1865528.11,0
6036943,478,3,6727.83,0.0,0.0,0.0,0.0,0
3244560,250,3,40636.3,0.0,0.0,0.0,0.0,0
5622705,395,1,451484.84,100193.0,0.0,500032.88,951517.72,0
3859414,283,1,138529.75,0.0,0.0,295478.18,434007.93,0
1552249,154,0,120406.82,6269790.89,6390197.71,678077.53,557670.71,0
3794138,281,0,182263.48,656610.08,838873.56,263217.61,80954.12,0
135163,11,0,67998.85,4086616.37,4154615.23,772260.0,149841.78,0
4267449,307,4,934570.37,216.0,0.0,0.0,934570.37,0
3929139,285,1,155110.75,33626.29,0.0,15219431.43,15374542.18,0
6246948,596,3,1375.89,3000.0,1624.11,0.0,0.0,0
4982972,352,1,71537.76,7281.61,0.0,976753.07,1048290.82,0
3794061,281,3,10459.74,103959.0,93499.26,0.0,0.0,0
1831420,163,1,306902.18,0.0,0.0,563272.7,605706.62,0
5675135,397,1,23952.54,0.0,0.0,2027067.69,2051020.22,0
1543255,154,1,26080.95,0.0,0.0,211351.85,237432.8,0
3591863,262,3,3249.13,15279.0,12029.87,0.0,0.0,0
3478167,258,1,186230.39,22424.0,0.0,714045.2,900275.59,0
263784,15,1,197265.17,0.0,0.0,541486.82,1160479.65,0
2865323,227,1,500989.09,16149.0,0.0,0.0,500989.09,0
2758896,212,0,64809.84,7655355.07,7720164.91,1420095.61,1355285.77,0
5065283,354,3,20965.7,3157.0,0.0,0.0,0.0,0
2081076,182,1,258366.76,266.0,0.0,2914858.9,3173225.67,0
6162106,550,3,6606.3,0.0,0.0,0.0,0.0,0
